2019-05-30 17:37:28.177125: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-05-30 17:37:28.204130: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3000000000 Hz
2019-05-30 17:37:28.204333: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x55ec1336d430 executing computations on platform Host. Devices:
2019-05-30 17:37:28.204348: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
WARNING:tensorflow:From /home/ckg/cartpole_impala/impala.py:37: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/ckg/cartpole_impala/core.py:15: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/ckg/anaconda3/envs/tensorflow-cpu/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/ckg/anaconda3/envs/tensorflow-cpu/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
thread_1 401 500.0 0.6784193874597549
thread_0 405 500.0 0.6955880162715912
thread_3 392 500.0 0.6690185157060623
thread_2 400 500.0 0.694215701341629
thread_1 402 500.0 0.69311394739151
thread_0 406 500.0 0.6981634150743484
thread_3 393 500.0 0.6858016495704651
thread_2 401 500.0 0.6940028896331787
thread_1 403 500.0 0.6952706370353698
thread_0 407 500.0 0.6924763882160186
thread_3 394 500.0 0.6985573400259018
thread_0 408 221.0 0.7175507105853223
thread_2 402 500.0 0.6641143879890442
thread_1 404 500.0 0.6860039813518524
thread_3 395 500.0 0.6915971883535386
thread_0 409 500.0 0.6782965879440308
thread_2 403 500.0 0.6915735284090042
thread_1 405 500.0 0.7011747038364411
thread_3 396 500.0 0.6944268710613251
thread_0 410 500.0 0.6830140954256058
thread_2 404 500.0 0.6884852031469345
thread_1 406 500.0 0.7076547877788544
thread_3 397 500.0 0.7037886316776276
thread_0 411 500.0 0.6918237179517746
thread_2 405 500.0 0.6987849833965302
thread_1 407 500.0 0.6866547120809555
thread_3 398 500.0 0.6683333946466445
thread_0 412 500.0 0.7155597333908081
thread_2 406 500.0 0.678730266213417
thread_1 408 500.0 0.6713050400018692
thread_3 399 500.0 0.6765609854459762
thread_0 413 500.0 0.6914946246147156
thread_2 407 500.0 0.7075121932029724
thread_1 409 500.0 0.7050219978094101
thread_3 400 500.0 0.6852134479284286
thread_0 414 500.0 0.7149294534921646
thread_2 408 500.0 0.6960832427740097
thread_1 410 500.0 0.694793932557106
thread_3 401 469.0 0.6794419333116332
thread_0 415 500.0 0.721392887711525
thread_2 409 500.0 0.7017844544649124
thread_1 411 500.0 0.6924939053058624
thread_3 402 500.0 0.6865421679019929
thread_0 416 500.0 0.699305862545967
thread_2 410 500.0 0.6921036746501923
thread_1 412 500.0 0.6811635870933532
thread_3 403 500.0 0.6771177201271057
thread_0 417 500.0 0.6810138309001923
thread_2 411 500.0 0.686330992937088
thread_1 413 500.0 0.6975590606927872
thread_3 404 500.0 0.6877541327476502
thread_0 418 500.0 0.6943360582590103
thread_2 412 500.0 0.6905304397344589
thread_1 414 500.0 0.7157186617851258
thread_3 405 500.0 0.6675132685899734
thread_0 419 314.0 0.6948139635240955
thread_3 406 135.0 0.6967538904260706
thread_2 413 500.0 0.6978317337036133
thread_1 415 500.0 0.6746659338474273
thread_0 420 500.0 0.6898842767477036
thread_3 407 500.0 0.701604750752449
thread_2 414 500.0 0.6890936107635498
thread_1 416 500.0 0.6844746571779251
thread_0 421 500.0 0.6741181191205978
thread_3 408 500.0 0.7023101675510407
thread_2 415 500.0 0.6937818682193756
thread_1 417 500.0 0.7098430994749069
thread_0 422 500.0 0.7076754547357559
thread_3 409 500.0 0.6774803107976913
thread_2 416 500.0 0.7042090239524841
thread_1 418 500.0 0.6894370019435883
thread_0 423 500.0 0.6917629998922348
thread_3 410 500.0 0.6895155007839203
thread_2 417 500.0 0.7232145816087723
thread_0 424 278.0 0.7338647814534551
thread_1 419 500.0 0.672298319220543
thread_3 411 500.0 0.7075532423257828
thread_2 418 500.0 0.7013578327894211
thread_0 425 500.0 0.6784681836366654
thread_1 420 500.0 0.6728463263511658
thread_3 412 500.0 0.6836632587909699
thread_2 419 344.0 0.6842477122365043
thread_0 426 500.0 0.707022452712059
thread_1 421 500.0 0.712263419508934
thread_3 413 500.0 0.7062740706205368
thread_2 420 500.0 0.7019659240245819
thread_0 427 500.0 0.6837168221473694
thread_1 422 500.0 0.6984035241603851
thread_3 414 500.0 0.6901035808324814
thread_2 421 500.0 0.6826312403678894
thread_0 428 500.0 0.6911737557649612
thread_1 423 500.0 0.6974561713933944
thread_3 415 500.0 0.6965172344446182
thread_2 422 500.0 0.6901374576091767
thread_0 429 500.0 0.696510091662407
thread_1 424 500.0 0.6774140297174454
thread_3 416 500.0 0.704971011042595
thread_2 423 500.0 0.6982891424894333
thread_0 430 500.0 0.6911085832118988
thread_1 425 500.0 0.6929869459867477
thread_3 417 500.0 0.6842668291330337
thread_2 424 500.0 0.6652462422847748
thread_2 425 41.0 0.7637808337444212
thread_0 431 500.0 0.7049458557367325
thread_1 426 500.0 0.6974495801925659
thread_3 418 500.0 0.69084490442276
thread_2 426 500.0 0.6937784721851349
thread_0 432 500.0 0.7070295248031616
thread_1 427 500.0 0.6972707196474075
thread_3 419 500.0 0.6878593237400055
thread_2 427 500.0 0.6997699099779129
thread_0 433 500.0 0.6802492882013321
thread_1 428 500.0 0.6889975484609604
thread_3 420 500.0 0.6951056797504425
thread_2 428 500.0 0.6888041447401047
thread_0 434 500.0 0.6582692220211029
thread_1 429 500.0 0.6743750633001327
thread_3 421 500.0 0.6847195749282837
thread_2 429 500.0 0.70447410094738
thread_0 435 500.0 0.6931928632259369
thread_1 430 500.0 0.682714319229126
thread_3 422 500.0 0.6858410351276397
thread_2 430 500.0 0.6876892101764679
thread_0 436 500.0 0.7016036638021469
thread_1 431 500.0 0.721203732252121
thread_3 423 500.0 0.6986409486532211
thread_2 431 500.0 0.6920592356920242
thread_0 437 500.0 0.6981183642148971
thread_1 432 500.0 0.7359034260511398
thread_3 424 428.0 0.7026228105353418
thread_2 432 500.0 0.7280766388177872
thread_0 438 500.0 0.6939233537912369
thread_1 433 500.0 0.6964631136655808
thread_3 425 500.0 0.6884039343595505
thread_2 433 500.0 0.7013343455791473
thread_2 434 67.0 0.7037639920391253
thread_0 439 500.0 0.6915173667669297
thread_1 434 500.0 0.7145734255313874
thread_3 426 500.0 0.7060196640491485
thread_2 435 500.0 0.6986729102134704
thread_0 440 500.0 0.7038142430782318
thread_1 435 500.0 0.7012527762651444
thread_3 427 500.0 0.6914097068309784
thread_2 436 500.0 0.713045003414154
thread_1 436 433.0 0.7296543722890542
thread_0 441 500.0 0.6742860985994339
thread_3 428 500.0 0.6916597440242768
thread_2 437 500.0 0.6997108147144318
thread_1 437 500.0 0.6849283946752548
thread_0 442 500.0 0.6969795161485672
thread_3 429 500.0 0.700548602104187
thread_1 438 327.0 0.7254957101031545
thread_2 438 500.0 0.695715761423111
thread_0 443 500.0 0.7092757211923599
thread_3 430 500.0 0.6860612508058548
thread_1 439 500.0 0.6954469760656357
thread_2 439 500.0 0.7135197197198868
thread_0 444 500.0 0.6890055212974548
thread_3 431 500.0 0.726171850323677
thread_1 440 500.0 0.6995729993581772
thread_2 440 500.0 0.7101166583299637
thread_0 445 500.0 0.697345507979393
thread_3 432 500.0 0.6849121601581574
thread_2 441 257.0 0.7147431684375273
thread_1 441 500.0 0.6915036927461624
thread_0 446 500.0 0.7225786449909211
thread_3 433 500.0 0.7051857560873032
thread_2 442 500.0 0.6974072121381759
thread_1 442 500.0 0.7056760125160217
thread_0 447 500.0 0.7049807394742966
thread_3 434 500.0 0.6934130164384842
thread_2 443 500.0 0.7198648035526276
thread_1 443 500.0 0.6852513080835343
thread_0 448 500.0 0.6957850224971771
thread_3 435 500.0 0.7011864551305771
thread_2 444 500.0 0.6847682439088821
thread_1 444 500.0 0.6879204080104828
thread_0 449 500.0 0.7045033310651779
thread_3 436 500.0 0.7086584548950196
thread_2 445 500.0 0.6994297379255294
thread_1 445 500.0 0.6997595714330673
thread_0 450 500.0 0.7000413670539856
thread_3 437 500.0 0.7067080171108245
thread_2 446 500.0 0.6917417144775391
thread_1 446 500.0 0.679713727593422
thread_0 451 500.0 0.6944932347536087
thread_3 438 500.0 0.6948043787479401
thread_2 447 500.0 0.7111247862577439
thread_1 447 500.0 0.708338606595993
thread_3 439 287.0 0.7192884569384079
thread_0 452 500.0 0.7076987615823745
thread_2 448 500.0 0.6983614158630371
thread_1 448 500.0 0.6947601573467255
thread_3 440 500.0 0.7048754098415375
thread_0 453 500.0 0.7018790882825852
thread_2 449 500.0 0.7061597567796707
thread_1 449 500.0 0.7007779750823975
thread_3 441 500.0 0.6898035455942154
thread_0 454 500.0 0.6928244652748108
thread_2 450 500.0 0.7013157216310502
thread_1 450 500.0 0.7120161557197571
thread_3 442 500.0 0.6909906769990921
thread_0 455 500.0 0.7251709493398666
thread_2 451 500.0 0.6845048756599427
thread_3 443 271.0 0.6939277442179043
thread_1 451 500.0 0.6819955723285676
thread_0 456 500.0 0.6879875161647797
thread_2 452 500.0 0.719839560508728
thread_3 444 500.0 0.6812874095439911
thread_1 452 500.0 0.6954834222793579
thread_0 457 500.0 0.6740668957233429
thread_2 453 500.0 0.6873776584863662
thread_3 445 500.0 0.7104539436101913
thread_1 453 500.0 0.6998198891878128
thread_0 458 500.0 0.6832124650478363
thread_2 454 500.0 0.713791038274765
thread_3 446 500.0 0.6922907700538635
thread_1 454 500.0 0.6862670631408692
thread_0 459 500.0 0.7104550820589065
thread_2 455 500.0 0.7133529789447784
thread_3 447 500.0 0.6894425661563873
thread_1 455 500.0 0.7011715141534806
thread_0 460 500.0 0.7057230273485183
thread_2 456 500.0 0.7048502810001374
thread_3 448 500.0 0.6722971842288971
thread_1 456 500.0 0.7009167907238006
thread_0 461 500.0 0.6959351953268051
thread_2 457 500.0 0.7076872291564942
thread_3 449 488.0 0.6852521404135422
thread_1 457 500.0 0.6852280377149582
thread_0 462 500.0 0.6924677325487136
thread_2 458 500.0 0.689726727604866
thread_3 450 500.0 0.6925847375392914
thread_1 458 500.0 0.703675068616867
thread_0 463 500.0 0.7092979807853699
thread_2 459 500.0 0.6794761295318603
thread_3 451 500.0 0.6771759907007218
thread_1 459 500.0 0.6743609036207199
thread_0 464 500.0 0.6969922232627869
thread_1 460 354.0 0.6982174051010003
thread_2 460 500.0 0.6959702868461609
thread_3 452 500.0 0.6891460020542145
thread_0 465 500.0 0.7056815506219863
thread_1 461 500.0 0.6971633199453354
thread_3 453 500.0 0.7083801256418228
thread_2 461 500.0 0.7000439480543137
thread_0 466 500.0 0.703256115078926
thread_1 462 500.0 0.686353168964386
thread_2 462 500.0 0.6727355071306229
thread_3 454 500.0 0.6777763708829879
thread_0 467 500.0 0.6835122036933899
thread_1 463 500.0 0.6881808875799179
thread_3 455 500.0 0.6907120163440704
thread_2 463 500.0 0.701931242108345
thread_0 468 500.0 0.6807609003782272
thread_1 464 500.0 0.6974348996877671
thread_2 464 500.0 0.6873152265548707
thread_3 456 500.0 0.6931293588876725
thread_0 469 500.0 0.6782439841032029
thread_1 465 500.0 0.6985230090618133
thread_2 465 457.0 0.7020097052764058
thread_3 457 500.0 0.6825472537279129
thread_0 470 500.0 0.7077338225841522
thread_1 466 500.0 0.6682961562871933
thread_2 466 500.0 0.7027941397428512
thread_3 458 500.0 0.7126577966213227
thread_0 471 500.0 0.7127438402175903
thread_1 467 500.0 0.7107928800582886
thread_2 467 500.0 0.704375579714775
thread_3 459 500.0 0.7046360964775086
thread_0 472 500.0 0.6815362067222596
thread_1 468 500.0 0.7215076035261154
thread_2 468 500.0 0.7093007836341858
thread_3 460 500.0 0.6964566915035247
thread_0 473 500.0 0.6781444981098175
thread_1 469 500.0 0.6871822686195374
thread_2 469 500.0 0.6817727775573731
thread_3 461 500.0 0.6916686246395111
thread_0 474 500.0 0.6788569461107254
thread_1 470 500.0 0.6813243086338043
thread_2 470 500.0 0.6876535336971283
thread_3 462 500.0 0.6974082159996032
thread_0 475 429.0 0.6922743100942154
thread_1 471 500.0 0.6954323260784149
thread_2 471 500.0 0.7063488218784332
thread_3 463 500.0 0.7150495121479035
thread_0 476 500.0 0.6996868122816086
thread_1 472 500.0 0.6983354452848435
thread_2 472 500.0 0.6981205929517746
thread_3 464 500.0 0.6726481651067734
thread_2 473 141.0 0.7258765084523682
thread_0 477 500.0 0.6986047199964524
thread_0 478 29.0 0.7687284782015044
thread_2 474 135.0 0.7039871202574836
thread_1 473 402.0 0.680392322700415
thread_3 465 344.0 0.7007853492747905
thread_0 479 500.0 0.688249115228653
thread_2 475 500.0 0.6776725214719772
thread_1 474 500.0 0.7034751840829849
thread_3 466 500.0 0.6808418288230896
thread_0 480 500.0 0.6941553572416306
thread_2 476 500.0 0.6773142056465149
thread_1 475 500.0 0.6926209186315536
thread_3 467 500.0 0.7105144267082214
thread_0 481 500.0 0.6732211730480194
thread_2 477 500.0 0.709521582365036
thread_1 476 500.0 0.7096343326568604
thread_3 468 500.0 0.6985111292600632
thread_0 482 500.0 0.7096034586429596
thread_2 478 500.0 0.6906006149053574
thread_1 477 500.0 0.701051596403122
thread_3 469 500.0 0.7213501082658768
thread_0 483 500.0 0.6828392865657806
thread_2 479 500.0 0.701203110218048
thread_1 478 500.0 0.7072184866666794
thread_3 470 500.0 0.681455628991127
thread_0 484 500.0 0.6752302953004837
thread_2 480 500.0 0.6799457132816314
thread_1 479 500.0 0.7098693526983261
thread_3 471 500.0 0.7042880727052688
thread_0 485 500.0 0.7257555429935455
thread_2 481 500.0 0.7095393232107162
thread_1 480 500.0 0.6889071367979049
thread_3 472 500.0 0.7015333054065704
thread_0 486 500.0 0.7021639314889908
thread_1 481 500.0 0.7040772503614425
thread_2 482 500.0 0.7205224521160126
thread_3 473 500.0 0.6879547860622406
thread_0 487 500.0 0.7135190840959549
thread_2 483 500.0 0.7101111302375793
thread_1 482 500.0 0.7154062330722809
thread_3 474 500.0 0.6985471336841583
thread_0 488 500.0 0.6865370099544525
thread_2 484 500.0 0.6995326048135757
thread_1 483 500.0 0.7274288334846497
thread_3 475 500.0 0.7101435282230377
thread_1 484 185.0 0.7286720952472171
thread_0 489 500.0 0.7109150416851043
thread_2 485 500.0 0.700957384467125
thread_3 476 500.0 0.7001528307199478
thread_1 485 500.0 0.704183767914772
thread_0 490 500.0 0.6740769733190537
thread_2 486 500.0 0.6925011680126191
thread_3 477 500.0 0.7020238733291626
thread_1 486 500.0 0.7011916848421097
thread_0 491 500.0 0.7265729556083679
thread_2 487 500.0 0.7061224964857101
thread_3 478 500.0 0.6840603274106979
thread_1 487 500.0 0.660167400598526
thread_0 492 500.0 0.7030223567485809
thread_2 488 500.0 0.6835668700933456
thread_3 479 500.0 0.6926676493883133
thread_1 488 500.0 0.6782169111967087
thread_1 489 147.0 0.6913887351548591
thread_2 489 500.0 0.6756399646997452
thread_0 493 500.0 0.6915951025485992
thread_3 480 500.0 0.6994584765434265
thread_2 490 171.0 0.7133960580965232
thread_1 490 500.0 0.6947266525030136
thread_0 494 500.0 0.6873171381950378
thread_3 481 500.0 0.7099682905673981
thread_2 491 500.0 0.6951861974000931
thread_1 491 500.0 0.6660334249734878
thread_0 495 500.0 0.665460683107376
thread_3 482 500.0 0.685776515841484
thread_2 492 500.0 0.6932251769304275
thread_1 492 500.0 0.6981798566579819
thread_0 496 500.0 0.6970694990158081
thread_3 483 500.0 0.6978176647424698
thread_2 493 500.0 0.7074114903211594
thread_1 493 500.0 0.6852160083055496
thread_0 497 500.0 0.7132083594799041
thread_3 484 500.0 0.7165587259531021
thread_2 494 500.0 0.7067776416540146
thread_1 494 500.0 0.7265112502574921
thread_3 485 312.0 0.726423968680394
thread_0 498 500.0 0.7080146785974503
thread_2 495 500.0 0.7136137257814408
thread_1 495 500.0 0.6901060081720353
thread_3 486 500.0 0.7032914658784867
thread_0 499 500.0 0.7067086763381958
thread_2 496 500.0 0.6510068230628967
thread_1 496 307.0 0.7118831439981244
thread_3 487 500.0 0.6849883469343185
thread_0 500 500.0 0.7089445461034775
thread_2 497 500.0 0.6855358837842941
thread_1 497 500.0 0.6819006900787353
thread_3 488 500.0 0.7002832680940628
thread_0 501 500.0 0.6784912277460098
thread_2 498 500.0 0.7077003893852234
thread_1 498 500.0 0.6959239633083344
thread_3 489 500.0 0.691322705745697
thread_0 502 500.0 0.6855857620239257
thread_2 499 500.0 0.6769172173738479
thread_1 499 500.0 0.6900973010063172
thread_3 490 500.0 0.7058314878940583
thread_0 503 500.0 0.6951524333953858
thread_2 500 500.0 0.7150180613994599
thread_1 500 500.0 0.6986656316518783
thread_3 491 500.0 0.7103413589000702
thread_0 504 397.0 0.7049319280184787
thread_2 501 500.0 0.6976048523187637
thread_1 501 500.0 0.70251506960392
thread_0 505 500.0 0.6609264830350876
thread_3 492 500.0 0.6896538543701172
thread_2 502 500.0 0.6730779232978821
thread_1 502 500.0 0.6962389357089996
thread_3 493 387.0 0.7112796448305904
thread_0 506 500.0 0.6538200742006302
thread_2 503 500.0 0.6836626411676406
thread_1 503 500.0 0.672539969086647
thread_3 494 500.0 0.7065741924047471
thread_0 507 500.0 0.6799556118249893
thread_2 504 500.0 0.68966033244133
thread_1 504 500.0 0.6909377323389053
thread_3 495 500.0 0.6851591163873673
thread_0 508 500.0 0.6979528969526291
thread_2 505 500.0 0.6886909236907959
thread_1 505 500.0 0.6909946310520172
thread_3 496 500.0 0.6831670740842819
thread_0 509 500.0 0.6943925342559815
thread_2 506 500.0 0.6974633136987686
thread_1 506 500.0 0.6878353661298752
thread_3 497 500.0 0.7000611982345581
thread_0 510 500.0 0.7280711933374405
thread_3 498 258.0 0.6995465314203455
thread_2 507 500.0 0.6782352406978607
thread_1 507 500.0 0.7099956195354462
thread_0 511 500.0 0.6907464190721512
thread_3 499 500.0 0.6875876623392105
thread_2 508 500.0 0.6890091058015824
thread_1 508 500.0 0.6637169044017792
thread_0 512 500.0 0.7107766088247299
thread_3 500 500.0 0.6913151783943177
thread_2 509 500.0 0.6862123365402222
thread_1 509 500.0 0.6920326099395752
thread_0 513 500.0 0.6805208741426468
thread_3 501 500.0 0.6919293613433838
thread_2 510 500.0 0.6980401047468185
thread_1 510 500.0 0.7172756780385972
thread_0 514 500.0 0.6909715539216995
thread_3 502 500.0 0.6966843115091323
thread_2 511 500.0 0.7050902746915817
thread_1 511 500.0 0.7016818108558655
thread_0 515 500.0 0.7271535708904266
thread_3 503 500.0 0.6691021885871887
thread_2 512 500.0 0.6915430997610093
thread_1 512 500.0 0.6892912876605988
thread_0 516 500.0 0.6961557860374451
thread_3 504 500.0 0.6844831554889679
thread_2 513 500.0 0.7177648935317993
thread_1 513 500.0 0.7039209244251251
thread_0 517 500.0 0.7193674725294114
thread_1 514 384.0 0.7115586923124889
thread_3 505 500.0 0.7035573724508285
thread_2 514 500.0 0.6876285953521728
thread_0 518 500.0 0.7059612803459168
thread_1 515 500.0 0.7045229020118713
thread_3 506 500.0 0.6748027650117874
thread_2 515 500.0 0.6847093290090561
thread_0 519 500.0 0.6967448428869247
thread_3 507 500.0 0.6930729353427887
thread_1 516 500.0 0.7149716236591339
thread_2 516 500.0 0.7232468124628068
thread_0 520 500.0 0.6785623755455017
thread_1 517 404.0 0.6990970836417509
thread_3 508 500.0 0.7066855962276459
thread_2 517 500.0 0.7031245585680008
thread_0 521 500.0 0.7053752288818359
thread_1 518 500.0 0.7027540678977966
thread_3 509 500.0 0.7007914659976959
thread_2 518 500.0 0.692407408118248
thread_0 522 500.0 0.7077471653223038
thread_1 519 500.0 0.6883388782739639
thread_3 510 500.0 0.6991396437883377
thread_2 519 500.0 0.7076047489643097
thread_0 523 500.0 0.6889077293872833
thread_1 520 500.0 0.6944970560073852
thread_3 511 500.0 0.7143391906023026
thread_2 520 500.0 0.6660943739414215
thread_0 524 500.0 0.7220395929813385
thread_1 521 500.0 0.7199494996070862
thread_3 512 500.0 0.6997980855703354
thread_2 521 500.0 0.6814772977828979
thread_0 525 500.0 0.7089293663501739
thread_0 526 17.0 0.8219003992922166
thread_1 522 500.0 0.7103225746154785
thread_3 513 500.0 0.7088607448339462
thread_2 522 500.0 0.7019275114536285
thread_0 527 500.0 0.6921036460399628
thread_1 523 500.0 0.698050867676735
thread_3 514 500.0 0.6950924333333969
thread_2 523 500.0 0.7040417395830154
thread_0 528 500.0 0.6721314862966538
thread_1 524 500.0 0.6847734770774841
thread_3 515 500.0 0.6962987819910049
thread_2 524 500.0 0.7047371459007263
thread_0 529 500.0 0.6921171703338623
thread_1 525 500.0 0.6978249863386154
thread_3 516 500.0 0.7017427402734756
thread_2 525 500.0 0.6976625154018402
thread_0 530 500.0 0.7132801425457
thread_1 526 500.0 0.7225097080469132
thread_3 517 500.0 0.6924327217340469
thread_2 526 500.0 0.7234020360708237
thread_0 531 500.0 0.6800905936956405
thread_1 527 500.0 0.6765230058431625
thread_1 528 14.0 0.8367725781032017
thread_3 518 500.0 0.7062877119779587
thread_2 527 500.0 0.6763652069568634
thread_0 532 500.0 0.7089134148359298
thread_1 529 500.0 0.6913875188827515
thread_3 519 500.0 0.6870168836116791
thread_2 528 500.0 0.7110207965373992
thread_0 533 500.0 0.6929054721593857
thread_1 530 500.0 0.6783047684431076
thread_3 520 500.0 0.6834048254489898
thread_2 529 500.0 0.6834210693836212
thread_0 534 500.0 0.7234045528173446
thread_3 521 500.0 0.6832107770442962
thread_1 531 500.0 0.7199229639768601
thread_2 530 500.0 0.6751426779031754
thread_0 535 273.0 0.7337210320291065
thread_1 532 500.0 0.6917902513742447
thread_3 522 500.0 0.7114319511651993
thread_0 536 500.0 0.6880680133104324
thread_2 531 500.0 0.6916315994262695
thread_1 533 500.0 0.7146338320970536
thread_3 523 500.0 0.6984081445932389
thread_0 537 500.0 0.7068462283611298
thread_2 532 500.0 0.6809431390762329
thread_3 524 500.0 0.6757229670286179
thread_1 534 500.0 0.7195308814048768
thread_2 533 500.0 0.7067034149169922
thread_0 538 500.0 0.7027606927156448
thread_2 534 309.0 0.7373549996070492
thread_1 535 484.0 0.7205051592558869
thread_3 525 500.0 0.6864899450540543
thread_0 539 392.0 0.7048391427616684
thread_2 535 175.0 0.682381763117654
thread_0 540 216.0 0.7260820170243582
thread_1 536 500.0 0.7195892349481583
thread_3 526 500.0 0.6960209336280823
thread_2 536 500.0 0.6919967348575592
thread_0 541 500.0 0.6910103402137756
thread_1 537 500.0 0.6999799988269806
thread_3 527 500.0 0.6771519416570664
thread_2 537 500.0 0.6975298581123353
thread_0 542 500.0 0.6970630263090134
thread_1 538 500.0 0.7042180322408677
thread_3 528 500.0 0.7114556473493576
thread_2 538 500.0 0.6856668971776962
thread_0 543 500.0 0.6899963598251343
thread_1 539 500.0 0.6861897296905518
thread_3 529 500.0 0.6957183783054351
thread_2 539 500.0 0.6788063045740128
thread_0 544 500.0 0.7044882112741471
thread_1 540 500.0 0.7134761717319489
thread_3 530 500.0 0.6971566154956818
thread_2 540 500.0 0.7155875412225723
thread_0 545 500.0 0.6889652183055878
thread_1 541 500.0 0.6907046993970871
thread_3 531 500.0 0.685833899974823
thread_2 541 500.0 0.7004549058675766
thread_0 546 500.0 0.6867599000930786
thread_1 542 500.0 0.7202562777996063
thread_3 532 500.0 0.6919480398893356
thread_2 542 500.0 0.7141975698471069
thread_0 547 500.0 0.7208516795635224
thread_3 533 332.0 0.7369785944381392
thread_1 543 500.0 0.7018098456859588
thread_2 543 500.0 0.6926049898862838
thread_0 548 500.0 0.7312263162136078
thread_3 534 500.0 0.7209360278844833
thread_1 544 500.0 0.6612725825309753
thread_2 544 500.0 0.6838164173364639
thread_0 549 500.0 0.6981575727462769
thread_3 535 500.0 0.6835908719301224
thread_1 545 500.0 0.6819030431509018
thread_2 545 500.0 0.6943470425605774
thread_0 550 500.0 0.6931320070028305
thread_3 536 500.0 0.6981013725996017
thread_1 546 500.0 0.6901130520105362
thread_2 546 500.0 0.6804417307376862
thread_0 551 500.0 0.6852862377166749
thread_3 537 500.0 0.697820371389389
thread_1 547 500.0 0.6881553915739059
thread_2 547 500.0 0.7150732133388519
thread_0 552 500.0 0.6917593846321106
thread_3 538 500.0 0.6929796788692474
thread_2 548 288.0 0.7106183701091342
thread_1 548 500.0 0.696333047747612
thread_0 553 500.0 0.6953613300323487
thread_3 539 500.0 0.6901203327178955
thread_2 549 500.0 0.7089524199962616
thread_1 549 500.0 0.681143861413002
thread_0 554 500.0 0.6850099054574966
thread_3 540 500.0 0.6903139350414276
thread_2 550 500.0 0.7039978363513947
thread_1 550 500.0 0.6828542412519455
thread_0 555 500.0 0.6996181082725524
thread_3 541 500.0 0.7040663368701935
thread_2 551 500.0 0.6819651409387588
thread_1 551 500.0 0.7002195699214935
thread_0 556 500.0 0.6838833376169204
thread_3 542 500.0 0.6665279446840287
thread_2 552 500.0 0.6820651282072068
thread_1 552 500.0 0.6855639190673828
thread_0 557 500.0 0.7223619467020035
thread_3 543 500.0 0.6891772762537003
thread_2 553 500.0 0.664931389093399
thread_1 553 500.0 0.6920659204721451
thread_0 558 500.0 0.6709532262086868
thread_3 544 500.0 0.7074234206676483
thread_2 554 500.0 0.7064257180690765
thread_1 554 500.0 0.7013437414169311
thread_3 545 180.0 0.7016449312369029
thread_0 559 500.0 0.6950423099994659
thread_2 555 500.0 0.6956001974344254
thread_1 555 500.0 0.6997173515558243
thread_3 546 500.0 0.6870596166849137
thread_0 560 500.0 0.7021646711826325
thread_2 556 480.0 0.7029272689173619
thread_1 556 500.0 0.6870356802940368
thread_3 547 500.0 0.699989049911499
thread_0 561 500.0 0.7019547066688537
thread_2 557 500.0 0.6808397363424301
thread_3 548 500.0 0.6735780348777771
thread_1 557 500.0 0.6682932065725327
thread_0 562 500.0 0.6854055869579315
thread_2 558 500.0 0.7002453818321228
thread_3 549 500.0 0.6920052613019944
thread_1 558 500.0 0.697175158381462
thread_0 563 500.0 0.6961017888784409
thread_2 559 500.0 0.6957590757608414
thread_1 559 500.0 0.6744435524940491
thread_3 550 500.0 0.7158254895210266
thread_0 564 500.0 0.7175760977268218
thread_2 560 500.0 0.6989593499898911
thread_0 565 268.0 0.755766991136679
thread_3 551 500.0 0.7268884396553039
thread_1 560 500.0 0.727104592204094
thread_2 561 500.0 0.7160378895998001
thread_3 552 500.0 0.7129734266996384
thread_1 561 500.0 0.7093749755620956
thread_0 566 500.0 0.7040617043972015
thread_2 562 500.0 0.6816988921165467
thread_1 562 500.0 0.703178309082985
thread_0 567 500.0 0.6897756494283677
thread_3 553 500.0 0.706622568488121
thread_2 563 500.0 0.6857366715669632
thread_0 568 500.0 0.7009391070604324
thread_1 563 500.0 0.7004079862833023
thread_3 554 500.0 0.6827249308824539
thread_2 564 500.0 0.7008841106891632
thread_0 569 500.0 0.6933157563209533
thread_1 564 500.0 0.6877159402370453
thread_3 555 500.0 0.6985801270008087
thread_2 565 500.0 0.6973004229068757
thread_0 570 500.0 0.7071045128107071
thread_3 556 500.0 0.7254438920021057
thread_1 565 500.0 0.7073532621860504
thread_0 571 175.0 0.7350151102883475
thread_2 566 500.0 0.7257254127264022
thread_1 566 500.0 0.7113524985313415
thread_3 557 500.0 0.687810450553894
thread_0 572 500.0 0.7071078404188156
