2019-05-30 17:37:28.177125: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-05-30 17:37:28.204130: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3000000000 Hz
2019-05-30 17:37:28.204333: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x55ec1336d430 executing computations on platform Host. Devices:
2019-05-30 17:37:28.204348: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
WARNING:tensorflow:From /home/ckg/cartpole_impala/impala.py:37: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/ckg/cartpole_impala/core.py:15: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/ckg/anaconda3/envs/tensorflow-cpu/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/ckg/anaconda3/envs/tensorflow-cpu/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
thread_3 76 23.0 0.7223583097043245
thread_1 88 112.0 0.6351130136421749
thread_0 89 139.0 0.6595630345584678
thread_2 86 137.0 0.6485712232380888
thread_1 89 81.0 0.675170064708333
thread_3 77 121.0 0.6727000711377987
thread_0 90 100.0 0.66466348528862
thread_1 90 118.0 0.6645990312099457
thread_0 91 24.0 0.7226953481634458
thread_3 78 129.0 0.6464017393977143
thread_2 87 151.0 0.6673966030411372
thread_3 79 37.0 0.7002981740075189
thread_1 91 120.0 0.6593411018451055
thread_0 92 138.0 0.6720280638639478
thread_2 88 142.0 0.6563273244340655
thread_1 92 95.0 0.6627162387496547
thread_0 93 71.0 0.6803038036319572
thread_3 80 161.0 0.680982546406503
thread_3 81 77.0 0.6864187872255003
thread_2 89 151.0 0.6738035603864303
thread_1 93 114.0 0.68345186166596
thread_0 94 152.0 0.6475741498564419
thread_2 90 111.0 0.6733764957737278
thread_3 82 160.0 0.6704943113029003
thread_3 83 43.0 0.7222732527311458
thread_1 94 185.0 0.6830721590970014
thread_2 91 75.0 0.6823158272107442
thread_0 95 188.0 0.673019714812015
thread_1 95 43.0 0.703141312266505
thread_2 92 65.0 0.6992846057965205
thread_1 96 26.0 0.7748455772033105
thread_3 84 134.0 0.6878165989669401
thread_1 97 74.0 0.7258893219200341
thread_2 93 113.0 0.6956337727276625
thread_3 85 59.0 0.7335963239104061
thread_0 96 160.0 0.6791515368968248
thread_1 98 59.0 0.7204591167175164
thread_3 86 174.0 0.688843824055003
thread_2 94 185.0 0.7205929740055187
thread_0 97 178.0 0.6897063985299529
thread_1 99 199.0 0.6737221377578813
thread_2 95 108.0 0.6833879003922144
thread_3 87 240.0 0.6932439501086871
thread_1 100 199.0 0.6962746753165471
thread_0 98 279.0 0.6984953965764746
thread_2 96 166.0 0.7082196154508246
thread_3 88 165.0 0.6851915182489338
thread_1 101 302.0 0.7003194296991588
thread_2 97 255.0 0.7145332775863946
thread_3 89 192.0 0.6848145971695582
thread_0 99 386.0 0.6864261699772869
thread_2 98 189.0 0.7044333140686075
thread_3 90 263.0 0.6888973941821109
thread_1 102 319.0 0.7100694712052898
thread_2 99 159.0 0.7158115180033557
thread_0 100 290.0 0.7059377608628109
thread_1 103 331.0 0.715883051880897
thread_2 100 280.0 0.7034859493374824
thread_3 91 351.0 0.6993758399941643
thread_0 101 232.0 0.7035824363601619
thread_1 104 116.0 0.7330253314355324
thread_2 101 186.0 0.7087784278136428
thread_3 92 233.0 0.7091841720716124
thread_0 102 222.0 0.7074643870194753
thread_2 102 125.0 0.7458302330970764
thread_1 105 289.0 0.7072083945917835
thread_3 93 229.0 0.7250934974595449
thread_1 106 102.0 0.7457239581089393
thread_2 103 315.0 0.7111089539906336
thread_0 103 432.0 0.7249637626939349
thread_1 107 213.0 0.6982735843165939
thread_2 104 210.0 0.7107705859910874
thread_3 94 357.0 0.7228788342796454
thread_1 108 194.0 0.7006065507525021
thread_0 104 257.0 0.7132030781141051
thread_3 95 323.0 0.7187910520993519
thread_0 105 334.0 0.7313613791665631
thread_2 105 500.0 0.7042548236846924
thread_1 109 436.0 0.7269870455658763
thread_3 96 319.0 0.6983912942177823
thread_0 106 269.0 0.7016759025119937
thread_1 110 281.0 0.7101517902998737
thread_2 106 382.0 0.7027883448525873
thread_3 97 399.0 0.7154021336321246
thread_0 107 429.0 0.720612193182076
thread_2 107 322.0 0.6930934175941514
thread_1 111 444.0 0.6997315468820365
thread_0 108 202.0 0.7303100573544455
thread_3 98 490.0 0.7160774513166778
thread_2 108 463.0 0.7050021151744521
thread_1 112 432.0 0.704809494730499
thread_0 109 495.0 0.7211003361326276
thread_3 99 387.0 0.7130541111455715
thread_2 109 381.0 0.7147979453166952
thread_1 113 383.0 0.7257269494838565
thread_0 110 310.0 0.7080845536724214
thread_1 114 183.0 0.72164396542669
thread_3 100 338.0 0.7216988867203865
thread_2 110 353.0 0.7343261949401402
thread_1 115 344.0 0.7392072954843211
thread_2 111 220.0 0.7429921207102862
thread_0 111 500.0 0.7332054340839386
thread_3 101 457.0 0.7202855449014993
thread_3 102 93.0 0.7729856115515514
thread_2 112 314.0 0.7382506756645859
thread_0 112 292.0 0.7361049239766108
thread_3 103 278.0 0.7489301455106666
thread_1 116 484.0 0.7232568973352101
thread_1 117 196.0 0.7613877429037678
thread_2 113 500.0 0.7354592220783234
thread_0 113 500.0 0.7460018936395645
thread_3 104 500.0 0.7491022289991379
thread_1 118 500.0 0.7463615202903747
thread_2 114 500.0 0.7278572173118592
thread_0 114 500.0 0.7377866514921189
thread_3 105 459.0 0.7306478683205732
thread_1 119 500.0 0.7381165596246719
thread_2 115 500.0 0.7389422625303268
thread_0 115 465.0 0.7487199684625031
thread_3 106 500.0 0.7470825321674347
thread_2 116 230.0 0.7524174244507499
thread_1 120 500.0 0.7476102030277252
thread_0 116 500.0 0.7485921452045441
thread_2 117 372.0 0.730396235662122
thread_3 107 490.0 0.742869278241177
thread_0 117 205.0 0.7417524451162757
thread_3 108 203.0 0.7533500247400969
thread_1 121 500.0 0.725402239561081
thread_2 118 305.0 0.7488009067832446
thread_3 109 238.0 0.7545748994130046
thread_0 118 500.0 0.7596137679815292
thread_3 110 265.0 0.7883176313256318
thread_1 122 500.0 0.7633990607261658
thread_2 119 500.0 0.7674774187803268
thread_0 119 500.0 0.7633463796377182
thread_3 111 452.0 0.7669260006035323
thread_2 120 478.0 0.7673750312757293
thread_1 123 500.0 0.7573674252033233
thread_0 120 500.0 0.7702025517225265
thread_3 112 500.0 0.7664819958209992
thread_2 121 500.0 0.7583289728164673
thread_1 124 500.0 0.760534356713295
thread_0 121 437.0 0.7555587339455803
thread_3 113 500.0 0.7609361752271652
thread_2 122 500.0 0.7470391300916672
thread_1 125 500.0 0.7538176816701889
thread_0 122 299.0 0.7563627822742016
thread_3 114 500.0 0.7473046706914902
thread_2 123 500.0 0.7546015244722366
thread_0 123 500.0 0.7614176160097123
thread_1 126 500.0 0.7612133617401123
thread_0 124 202.0 0.7741872771541671
thread_3 115 500.0 0.7619824765920639
thread_2 124 500.0 0.7664614459276199
thread_1 127 500.0 0.7619387022256852
thread_0 125 500.0 0.7739713968038558
thread_3 116 500.0 0.7639264526367188
thread_2 125 500.0 0.7657151139974594
thread_1 128 500.0 0.7660335220098495
thread_0 126 500.0 0.7630821096897126
thread_3 117 500.0 0.7583935387134552
thread_2 126 500.0 0.7572652814388275
thread_1 129 500.0 0.754954307436943
thread_2 127 249.0 0.7687585320338667
thread_0 127 500.0 0.7645735644102096
thread_3 118 500.0 0.7546395354270935
thread_1 130 500.0 0.7562474520206451
thread_2 128 500.0 0.7696906436681747
thread_0 128 500.0 0.7561933044195175
thread_3 119 500.0 0.7594688705205918
thread_1 131 500.0 0.7499615677595138
thread_2 129 500.0 0.7500715633630752
thread_0 129 500.0 0.7524709018468857
thread_3 120 500.0 0.7514626200199127
thread_1 132 500.0 0.7521074351072311
thread_2 130 500.0 0.7586549224853516
thread_0 130 500.0 0.7429751499891281
thread_3 121 500.0 0.7585179581642151
thread_1 133 500.0 0.7455601650476456
thread_2 131 500.0 0.7539018496274948
thread_0 131 500.0 0.7476153694391251
thread_3 122 500.0 0.735631677031517
thread_1 134 500.0 0.737682930111885
thread_2 132 500.0 0.7382089599370957
thread_0 132 500.0 0.7374307159185409
thread_3 123 500.0 0.7452163236141205
thread_1 135 500.0 0.7308794592618942
thread_2 133 500.0 0.7349046857357026
thread_0 133 500.0 0.7457199630737305
thread_3 124 500.0 0.7304048340320587
thread_1 136 500.0 0.7249712496995926
thread_2 134 500.0 0.7381903828382492
thread_0 134 500.0 0.734787318110466
thread_3 125 500.0 0.7279098609685898
thread_2 135 202.0 0.7483525060781158
thread_1 137 500.0 0.7275444166660309
thread_0 135 500.0 0.7410098687410355
thread_3 126 500.0 0.7431399229764938
thread_2 136 500.0 0.7417853428125382
thread_1 138 500.0 0.7446557027101517
thread_0 136 500.0 0.7420886266231537
thread_3 127 500.0 0.7490647912025452
thread_2 137 500.0 0.74176056432724
thread_1 139 500.0 0.7323807168006897
thread_0 137 500.0 0.7443592869043351
thread_3 128 500.0 0.7403825069665909
thread_2 138 500.0 0.7375379172563553
thread_1 140 500.0 0.7407692791223526
thread_0 138 500.0 0.7372436391115189
thread_3 129 500.0 0.7320415275096893
thread_2 139 500.0 0.7460205545425415
thread_1 141 500.0 0.7465322031974793
thread_0 139 500.0 0.7374401673078537
thread_3 130 500.0 0.7314563598632813
thread_2 140 500.0 0.7434206302165985
thread_1 142 500.0 0.7338136036396027
thread_0 140 500.0 0.7252329396009445
thread_3 131 500.0 0.7403837127685546
thread_2 141 500.0 0.7335630519390106
thread_1 143 500.0 0.7251303917169571
thread_3 132 366.0 0.7392073037520133
thread_0 141 500.0 0.7509169061183929
thread_2 142 500.0 0.7243611063957215
thread_1 144 500.0 0.7285060292482376
thread_3 133 500.0 0.7200764083862304
thread_0 142 500.0 0.7254921389818192
thread_2 143 500.0 0.7038637013435364
thread_3 134 351.0 0.7200697538180229
thread_1 145 500.0 0.715511430978775
thread_0 143 500.0 0.7097695574760438
thread_2 144 379.0 0.7385589593633184
thread_3 135 500.0 0.7107052679061889
thread_1 146 500.0 0.7315785737037659
thread_0 144 500.0 0.7216091221570968
thread_2 145 500.0 0.7323871908187867
thread_3 136 500.0 0.7205016912221909
thread_1 147 500.0 0.7321634777784347
thread_0 145 500.0 0.7327617079019546
thread_2 146 500.0 0.724586236000061
thread_3 137 500.0 0.7221848336458206
thread_1 148 500.0 0.720809427857399
thread_0 146 500.0 0.7195173835754395
thread_2 147 500.0 0.7266812278032303
thread_3 138 420.0 0.7312824111609232
thread_1 149 500.0 0.7154435342550278
thread_0 147 500.0 0.7257035827636719
thread_2 148 500.0 0.7429131962060929
thread_3 139 500.0 0.7411621414422989
thread_1 150 500.0 0.7402510776519775
thread_0 148 500.0 0.7394785807132721
thread_2 149 500.0 0.7385617223978043
thread_3 140 500.0 0.7294086506366729
thread_1 151 500.0 0.7344232870340347
thread_0 149 500.0 0.7160229697227478
thread_2 150 500.0 0.7269339524507522
thread_3 141 500.0 0.7304917875528335
thread_1 152 500.0 0.7219822824001312
thread_0 150 500.0 0.7188839758634568
thread_2 151 500.0 0.7398022792339325
thread_3 142 500.0 0.7355549931526184
thread_1 153 500.0 0.7240711510181427
thread_0 151 500.0 0.7300614701509476
thread_2 152 500.0 0.723608742237091
thread_3 143 500.0 0.7207926090955734
thread_1 154 500.0 0.72156829559803
thread_0 152 500.0 0.7196954929828644
thread_2 153 500.0 0.7223991791009903
thread_3 144 500.0 0.7227442194223404
thread_1 155 500.0 0.7166518578529358
thread_0 153 500.0 0.7093807334899902
thread_2 154 500.0 0.7191826106309891
thread_3 145 500.0 0.7022066655158996
thread_1 156 500.0 0.7140055451393127
thread_0 154 500.0 0.705307742357254
thread_2 155 375.0 0.7304355414708456
thread_3 146 500.0 0.7150578615665436
thread_1 157 500.0 0.7229910736083984
thread_0 155 500.0 0.72331400847435
thread_2 156 500.0 0.7229265843629837
thread_3 147 500.0 0.7234354705810547
thread_1 158 500.0 0.7136479277610779
thread_0 156 500.0 0.7138407756090164
thread_2 157 500.0 0.7025956208705902
thread_3 148 500.0 0.7198847066164017
thread_1 159 500.0 0.7186968851089478
thread_0 157 500.0 0.7140772782564163
thread_1 160 59.0 0.7650951167284432
thread_2 158 500.0 0.7101911492347718
thread_3 149 500.0 0.7286112940311432
thread_2 159 355.0 0.722798419334519
thread_0 158 500.0 0.7183977326154709
thread_1 161 500.0 0.7055673112869263
thread_0 159 205.0 0.746841481255322
thread_3 150 500.0 0.7265092315673828
thread_2 160 500.0 0.7308073228597641
thread_1 162 500.0 0.7284683874845505
thread_3 151 500.0 0.7410009807348251
thread_0 160 500.0 0.7326958060264588
thread_2 161 500.0 0.7332595443725586
thread_1 163 500.0 0.7408552969694138
thread_3 152 500.0 0.7334421663284302
thread_0 161 500.0 0.7429898931980133
thread_2 162 500.0 0.7286021466255188
thread_1 164 500.0 0.7320569937229157
thread_3 153 500.0 0.722348241686821
thread_0 162 500.0 0.7236652587652206
thread_2 163 500.0 0.7399865027666092
thread_1 165 500.0 0.7431783307790756
thread_0 163 500.0 0.7258916586637497
thread_3 154 500.0 0.7240072528123855
thread_2 164 500.0 0.740781041264534
thread_1 166 500.0 0.7136432775259018
thread_3 155 500.0 0.733033646941185
thread_0 164 500.0 0.7129265784025193
thread_2 165 500.0 0.7177247503995895
thread_1 167 500.0 0.7122703796625137
thread_3 156 500.0 0.721530329823494
thread_0 165 500.0 0.7155813956260682
thread_1 168 389.0 0.7182952632940827
thread_2 166 500.0 0.7234943749904632
thread_0 166 500.0 0.716580394744873
thread_3 157 500.0 0.7272296130657196
thread_2 167 500.0 0.7113783414363861
thread_1 169 500.0 0.7313806829452515
thread_3 158 500.0 0.7249435396194458
thread_0 167 500.0 0.7137234857082367
thread_1 170 500.0 0.7274173486232758
thread_2 168 500.0 0.7245522295236587
thread_3 159 500.0 0.7221031339168549
thread_0 168 500.0 0.7294456342458725
thread_1 171 500.0 0.718384124994278
thread_2 169 500.0 0.7266295503377914
thread_3 160 500.0 0.7096288502216339
thread_0 169 500.0 0.7040588257312774
thread_1 172 500.0 0.7084601955413818
thread_2 170 500.0 0.7087230992317199
thread_3 161 500.0 0.7022795531749725
thread_0 170 500.0 0.7026382651329041
thread_1 173 379.0 0.7133319889020794
thread_2 171 500.0 0.7084813764095307
thread_1 174 354.0 0.7304675250740374
thread_3 162 500.0 0.716767105460167
thread_0 171 500.0 0.7181405870914459
thread_2 172 500.0 0.7266404501199722
thread_1 175 500.0 0.7248317399024964
thread_3 163 500.0 0.7314829169511795
thread_0 172 500.0 0.7201447584629059
thread_2 173 500.0 0.7346888788938523
thread_1 176 500.0 0.7299069423675537
thread_3 164 500.0 0.72819491147995
thread_0 173 500.0 0.7333410754203796
thread_2 174 500.0 0.7379660295248032
thread_1 177 500.0 0.7305294020175934
thread_3 165 500.0 0.7243844238519669
thread_0 174 500.0 0.7152703377008438
thread_2 175 500.0 0.7300731776952744
thread_1 178 500.0 0.7138977842330932
thread_3 166 500.0 0.7292024382352829
thread_0 175 500.0 0.7193489480018616
thread_2 176 500.0 0.7342802909612656
thread_1 179 500.0 0.7239418643712997
thread_3 167 500.0 0.7139022214412689
thread_0 176 500.0 0.7288523944616317
thread_3 168 151.0 0.7443307969743842
thread_2 177 500.0 0.7078536185026169
thread_1 180 419.0 0.7136866521437014
thread_0 177 351.0 0.7122679232192515
thread_3 169 500.0 0.7179137802124024
thread_2 178 500.0 0.7147188625335693
thread_1 181 500.0 0.7251640839576721
thread_0 178 500.0 0.7255149109363556
thread_3 170 500.0 0.7166329340934754
thread_2 179 500.0 0.7129028878211975
thread_1 182 500.0 0.7320063091516494
thread_0 179 500.0 0.7200939807891845
thread_3 171 500.0 0.7132965087890625
thread_2 180 500.0 0.7083885892629623
thread_1 183 500.0 0.7051491175889969
thread_0 180 500.0 0.7047229679822922
thread_3 172 500.0 0.6914312714338302
thread_2 181 500.0 0.7119680858850479
thread_1 184 500.0 0.7076335445642471
thread_0 181 500.0 0.691637458205223
thread_3 173 500.0 0.6990525366067887
thread_2 182 500.0 0.7025359444618225
thread_1 185 500.0 0.6910727783441544
thread_0 182 500.0 0.6967263716459274
thread_3 174 500.0 0.7019311460256576
thread_2 183 500.0 0.7021217068433762
thread_3 175 163.0 0.6958431729509786
thread_1 186 500.0 0.7166535258293152
thread_0 183 500.0 0.6974279557466507
thread_2 184 500.0 0.7161635092496872
thread_3 176 500.0 0.6961403760910034
thread_1 187 500.0 0.7246677913665771
thread_0 184 500.0 0.7031754384040833
thread_2 185 500.0 0.7001035461425781
thread_3 177 500.0 0.7005160955190659
thread_1 188 500.0 0.6998469562530517
thread_0 185 500.0 0.7043919488191605
thread_2 186 500.0 0.7239287183284759
thread_3 178 438.0 0.6976962282777377
thread_1 189 500.0 0.7011777071952819
thread_0 186 500.0 0.7029930888414383
thread_3 179 337.0 0.7331665027389187
thread_2 187 500.0 0.7075643820762634
thread_1 190 500.0 0.7124699904918671
thread_0 187 500.0 0.7175391988754273
thread_3 180 500.0 0.7101764006614685
thread_2 188 500.0 0.7202139748334885
thread_1 191 500.0 0.7185254539251328
thread_0 188 500.0 0.7249004201889038
thread_3 181 500.0 0.7164714415073394
thread_2 189 500.0 0.7301728508472443
thread_1 192 500.0 0.7185504261255264
thread_0 189 500.0 0.7162859088182449
thread_3 182 500.0 0.7171629339456558
thread_2 190 500.0 0.7071638996601105
thread_1 193 500.0 0.7078779131174088
thread_0 190 500.0 0.7152872998714447
thread_3 183 500.0 0.7014841562509537
thread_2 191 500.0 0.7238930010795593
thread_1 194 500.0 0.723859461426735
thread_0 191 500.0 0.7072263165712357
thread_3 184 500.0 0.7117360192537308
thread_2 192 500.0 0.709571868300438
thread_1 195 500.0 0.701324606180191
thread_0 192 500.0 0.7098363854885101
thread_3 185 500.0 0.7188655036687851
thread_2 193 500.0 0.7056576602458954
thread_1 196 500.0 0.7050340721607208
thread_0 193 500.0 0.6987758074998855
thread_3 186 500.0 0.696359678864479
thread_2 194 500.0 0.6972316184043884
thread_1 197 500.0 0.6799280289411544
thread_0 194 419.0 0.7023011056221755
thread_3 187 356.0 0.727785946947805
thread_2 195 500.0 0.7141477258205414
thread_1 198 500.0 0.694173733830452
thread_0 195 500.0 0.7020226205587388
thread_3 188 500.0 0.6976623600721359
thread_2 196 500.0 0.7020582449436188
thread_1 199 500.0 0.7108864505290985
thread_0 196 500.0 0.6960304092168808
thread_3 189 500.0 0.6936597232818603
thread_3 190 254.0 0.7201028482651147
thread_2 197 500.0 0.6937279750108719
thread_1 200 500.0 0.7114748814105988
thread_0 197 500.0 0.6991711316108704
thread_3 191 500.0 0.7107224452495575
thread_2 198 500.0 0.7266077852249145
thread_1 201 500.0 0.7067462968826294
thread_0 198 500.0 0.7182404048442841
thread_3 192 500.0 0.6989372404813766
thread_2 199 500.0 0.7016505576372146
thread_1 202 500.0 0.702100532412529
thread_0 199 500.0 0.7090345348119735
thread_3 193 500.0 0.6951904145479202
thread_2 200 500.0 0.6959590100049973
thread_1 203 500.0 0.6927785111665725
thread_0 200 500.0 0.7138798608779907
thread_0 201 171.0 0.7196423909817523
thread_2 201 432.0 0.7176396861948349
thread_3 194 500.0 0.69679736161232
thread_1 204 500.0 0.7233454036712647
thread_0 202 500.0 0.7188640475273133
thread_3 195 500.0 0.718292011141777
thread_2 202 500.0 0.7243974879980087
thread_1 205 500.0 0.7237158612012863
thread_0 203 500.0 0.724597195982933
thread_3 196 500.0 0.7100094645023346
thread_2 203 500.0 0.7211985692977906
thread_1 206 500.0 0.6997396358251572
thread_0 204 500.0 0.7154228292703628
thread_3 197 500.0 0.7100048637390137
thread_2 204 500.0 0.7068844100236893
thread_1 207 500.0 0.7063816775083542
thread_0 205 500.0 0.7121660885810852
thread_3 198 500.0 0.7124015222787857
thread_2 205 500.0 0.6993341828584672
thread_1 208 500.0 0.725244079709053
thread_0 206 500.0 0.6927849197387695
thread_2 206 500.0 0.6858065084218979
thread_3 199 500.0 0.7109572314023972
thread_1 209 500.0 0.6801591293811798
thread_0 207 500.0 0.6956824947595597
thread_3 200 500.0 0.6994601464271546
thread_2 207 500.0 0.6954542008638382
thread_1 210 500.0 0.7056033290624618
thread_0 208 200.0 0.7177787172794342
thread_2 208 500.0 0.6927383782863616
thread_3 201 500.0 0.6910356154441833
thread_1 211 500.0 0.705319187283516
thread_0 209 500.0 0.7072191603183746
thread_3 202 500.0 0.709932518362999
thread_2 209 500.0 0.7056376799345017
thread_1 212 500.0 0.7040656284093857
thread_0 210 500.0 0.6872071322202683
thread_0 211 121.0 0.7817415235456356
thread_3 203 500.0 0.6979498914480209
thread_2 210 500.0 0.7149465885162354
thread_1 213 500.0 0.6952111897468567
thread_0 212 500.0 0.7042051835060119
thread_3 204 500.0 0.7058810925483704
thread_2 211 500.0 0.6932716878652573
thread_1 214 500.0 0.6919073883295059
thread_0 213 500.0 0.716072782754898
thread_3 205 500.0 0.6779458144903183
thread_2 212 500.0 0.7039383716583252
thread_1 215 500.0 0.7035839267969132
thread_0 214 500.0 0.7144627479314805
thread_2 213 500.0 0.7126488775014878
thread_3 206 500.0 0.6902741558551788
thread_1 216 500.0 0.7046972587108612
thread_0 215 500.0 0.7015783791542053
thread_2 214 500.0 0.6691460983753205
thread_3 207 500.0 0.6847233884334564
thread_1 217 500.0 0.7043265782594681
thread_0 216 500.0 0.6824848728179932
thread_2 215 500.0 0.6948294363021851
thread_3 208 500.0 0.7016837171316147
thread_1 218 500.0 0.6893454078435898
thread_0 217 372.0 0.6967857186832735
thread_2 216 500.0 0.706174216389656
thread_3 209 500.0 0.7066389298439026
thread_1 219 500.0 0.6941262626647949
thread_0 218 500.0 0.7039570776224137
thread_3 210 299.0 0.7327393175766221
thread_2 217 500.0 0.7185342855453491
thread_1 220 500.0 0.7120424085855483
thread_0 219 500.0 0.6999644848108292
thread_3 211 500.0 0.7086458069086075
thread_2 218 500.0 0.6638444164991378
thread_1 221 500.0 0.695526425242424
thread_0 220 500.0 0.7158999735116959
thread_0 221 65.0 0.7593426887805645
thread_3 212 500.0 0.7069976005554199
thread_2 219 500.0 0.6974777426719666
thread_1 222 500.0 0.6965225362777709
thread_0 222 500.0 0.6767574917078019
thread_3 213 500.0 0.7074819432497025
thread_2 220 500.0 0.7205614885091781
thread_1 223 500.0 0.7059807170629502
thread_0 223 500.0 0.6911579183340073
thread_3 214 500.0 0.7138498247861862
thread_2 221 500.0 0.7129762461185455
thread_1 224 500.0 0.6939645040035248
thread_0 224 500.0 0.6972410072088242
thread_3 215 500.0 0.7178766739368438
thread_2 222 500.0 0.6934160939455032
thread_1 225 500.0 0.6740045292377472
thread_0 225 500.0 0.686024911403656
thread_3 216 500.0 0.6912651048898697
thread_2 223 500.0 0.6920040018558502
thread_1 226 500.0 0.7033816903829575
thread_0 226 500.0 0.677591792345047
thread_3 217 500.0 0.6929095536470413
thread_2 224 500.0 0.6840811812877655
thread_1 227 500.0 0.7227538163661957
thread_0 227 500.0 0.6979769833087921
thread_3 218 500.0 0.6882808885574341
thread_1 228 369.0 0.6956587983017691
thread_2 225 500.0 0.6831740899085998
thread_0 228 500.0 0.6832127441167831
thread_3 219 500.0 0.7096097251176834
thread_1 229 500.0 0.6937407734394073
thread_2 226 500.0 0.7004993671178817
thread_0 229 500.0 0.7165244690179825
thread_3 220 500.0 0.6971690049171447
thread_1 230 500.0 0.7129731746912003
thread_2 227 500.0 0.6936176381111145
thread_0 230 500.0 0.6948355460166931
thread_3 221 500.0 0.6895984008312225
thread_1 231 500.0 0.7284719122648239
thread_2 228 500.0 0.7053515267372131
thread_0 231 500.0 0.7108265501260758
thread_3 222 500.0 0.6970849317312241
thread_1 232 500.0 0.709465232014656
thread_2 229 500.0 0.7130646970272064
thread_0 232 500.0 0.6969015843868256
thread_3 223 500.0 0.7244176653623581
thread_1 233 500.0 0.7006983602046967
thread_2 230 500.0 0.7040390057563781
thread_0 233 444.0 0.7159477782410544
thread_3 224 500.0 0.7112781310081482
thread_1 234 500.0 0.7106737344264984
thread_2 231 500.0 0.6883337657451629
thread_0 234 500.0 0.7019964790344239
thread_3 225 500.0 0.7108696817159653
thread_1 235 500.0 0.6998505033254624
thread_2 232 500.0 0.7276022481918335
thread_0 235 500.0 0.7143918961286545
thread_3 226 500.0 0.6837265524864197
thread_1 236 500.0 0.6942651343345642
thread_2 233 500.0 0.7001306692361832
thread_0 236 500.0 0.704542338848114
thread_3 227 500.0 0.696602348446846
thread_1 237 500.0 0.7035527784824371
thread_2 234 500.0 0.696373624920845
thread_0 237 487.0 0.7197339604522658
thread_3 228 500.0 0.6954475761651993
thread_1 238 500.0 0.6976761412620545
thread_2 235 500.0 0.7032146466970444
thread_0 238 500.0 0.7008241428136825
thread_3 229 500.0 0.7093208805322647
thread_1 239 500.0 0.7069209752082825
thread_2 236 500.0 0.7111955873966217
thread_0 239 500.0 0.7063774163722992
thread_3 230 500.0 0.7064567019939423
thread_0 240 294.0 0.7377890003781741
thread_1 240 500.0 0.7305599663257599
thread_2 237 500.0 0.7060875227451324
thread_3 231 500.0 0.7004442644119263
thread_0 241 500.0 0.7110650733709335
thread_1 241 500.0 0.7161010285615921
thread_2 238 500.0 0.7087639738321304
thread_3 232 500.0 0.7087080842256546
thread_1 242 500.0 0.700438507437706
thread_0 242 500.0 0.7206841601133347
thread_2 239 500.0 0.6916400771141052
thread_3 233 500.0 0.6824041420221328
thread_1 243 500.0 0.7018011131286621
thread_0 243 500.0 0.7043824998140336
thread_2 240 500.0 0.7142810852527618
thread_3 234 500.0 0.7048655927181244
thread_1 244 500.0 0.6822056992053985
thread_0 244 500.0 0.6914821852445603
thread_2 241 500.0 0.6831123393774032
thread_3 235 500.0 0.704340096116066
thread_1 245 500.0 0.7385958660840988
thread_0 245 498.0 0.7085272514197721
thread_2 242 500.0 0.7028403326272964
thread_3 236 500.0 0.6801882314682007
thread_1 246 500.0 0.6908700828552246
thread_0 246 500.0 0.7154160706996918
thread_2 243 500.0 0.6866949907541275
thread_3 237 500.0 0.6861159900426864
thread_1 247 500.0 0.7044508196115494
thread_0 247 500.0 0.7049042599201203
thread_2 244 500.0 0.6794806565046311
thread_3 238 500.0 0.7146401308774948
thread_1 248 500.0 0.6937198022603989
thread_0 248 500.0 0.6890674761533737
thread_2 245 500.0 0.6872965714931488
thread_3 239 500.0 0.6989042047262192
thread_1 249 500.0 0.7055696045160293
thread_0 249 500.0 0.7023272264003754
thread_2 246 500.0 0.6997729306221008
thread_3 240 500.0 0.6871060807704925
thread_1 250 500.0 0.7002951356172562
thread_0 250 500.0 0.7111267648935318
thread_2 247 500.0 0.7043596606254577
thread_1 251 214.0 0.7101013576872995
thread_3 241 500.0 0.6977413438558578
thread_0 251 500.0 0.689740486741066
thread_2 248 500.0 0.7195972917079926
thread_1 252 500.0 0.712328765630722
thread_3 242 500.0 0.7021360830068588
thread_0 252 500.0 0.7102817935943604
thread_2 249 500.0 0.7090023757219315
thread_1 253 500.0 0.7011959955692292
thread_3 243 500.0 0.7149871227741241
thread_0 253 500.0 0.7128113971948624
thread_2 250 500.0 0.7106630026102067
thread_0 254 131.0 0.748976175566666
thread_1 254 500.0 0.662430793762207
thread_3 244 500.0 0.6957680262327194
